region,settlement,year,assets,assets_depreciation,assets_exhausted,assets_new,invest_budg,invest_fed,investment,wage,workers
Республика Адыгея,Майкоп,2009,40985.016,58.7,30.6,,73.3,61.1,2899.2,13744.8,44.0
Республика Адыгея,Майкоп,2010,39849.3,58.2,32.4,3380.4,48.6,22.8,2822.3,14985.3,43.9
Республика Адыгея,Майкоп,2011,45775.6,58.0,34.0,2922.0,59.1,43.1,3044.3,16658.1,42.3
Республика Адыгея,Майкоп,2012,50063.9,59.7,35.8,4144.9,61.2,43.9,3171.4,19377.5,41.3
Республика Адыгея,Майкоп,2013,61640.9,50.4,26.8,8318.0,53.6,44.8,3658.9,22358.4,39.8
Республика Адыгея,Майкоп,2014,70329.9,52.3,27.4,3501.5,57.5,42.5,3224.9,24315.5,39.5
Республика Адыгея,Майкоп,2015,71283.6,55.8,29.7,3048.2,71.6,51.4,2720.3,24799.9,39.3
Республика Адыгея,Майкоп,2016,70169.2,56.9,32.4,3874.4,50.5,33.0,2811.5,25928.7,36.8
Республика Адыгея,Майкоп,2017,72632.9,58.1,34.5,3346.9,67.9,46.9,4137.7,27481.1,37.2
Республика Адыгея,Майкоп,2018,82918.6,50.5,29.7,11782.7,69.1,56.9,4857.7,30620.8,36.9
Республика Адыгея,Майкоп,2019,92725.1,52.3,28.5,5816.2,67.8,57.4,7613.2,33157.6,37.1
Республика Башкортостан,Уфа,2008,554698.2,38.2,12.8,,16.5,7.5,54914.2,19202.0,352.6
Республика Башкортостан,Уфа,2009,496214.401,41.3,14.0,,18.5,5.2,41240.2,20314.9,336.5
Республика Башкортостан,Уфа,2010,595304.5,45.4,15.4,35713.5,24.9,12.8,36968.9,22089.5,324.9
Республика Башкортостан,Уфа,2011,707223.1,47.2,16.0,50869.9,21.8,5.5,46349.9,25130.7,321.4
Республика Башкортостан,Уфа,2012,732404.1,49.2,15.8,59179.4,13.8,5.3,58294.9,28427.8,327.8
Республика Башкортостан,Уфа,2013,994745.7,55.9,16.6,97363.7,13.1,3.2,77321.6,32293.2,325.4
Республика Башкортостан,Уфа,2014,1085438.1,56.8,16.9,99180.4,14.3,5.1,97776.9,34948.4,323.4
Республика Башкортостан,Уфа,2015,1196775.8,56.7,20.8,89126.6,12.5,6.0,97286.8,35674.1,322.4
Республика Башкортостан,Уфа,2016,1321824.2,59.4,24.8,87596.0,11.5,5.5,103457.4,39011.4,320.5
Республика Башкортостан,Уфа,2017,1426583.3,60.3,28.1,90443.6,8.5,4.5,102714.2,42312.8,307.9
Республика Башкортостан,Уфа,2018,1529569.2,61.3,30.4,98155.2,12.0,4.1,98299.1,46512.8,310.3
Республика Башкортостан,Уфа,2019,1648233.2,62.0,30.2,94210.7,15.6,5.9,105171.0,50656.0,313.0
Республика Башкортостан,Нефтекамск,2008,10111.755,37.5,13.5,,3.5,0.3,4271.3,14278.9,45.2
Республика Башкортостан,Нефтекамск,2009,21536.874,28.3,13.8,,4.9,1.6,2455.3,13194.0,41.3
Республика Башкортостан,Нефтекамск,2010,40839.9,45.4,20.5,2728.9,14.7,0.7,1185.9,15458.0,38.9
Республика Башкортостан,Нефтекамск,2011,12904.3,44.4,15.3,578.6,9.2,1.9,1794.5,17950.8,38.4
Республика Башкортостан,Нефтекамск,2012,13749.7,47.7,16.8,1111.6,12.0,0.8,3830.2,20361.3,38.0
Республика Башкортостан,Нефтекамск,2013,15335.8,47.1,16.7,1271.1,6.1,1.4,3254.7,22477.6,36.4
Республика Башкортостан,Нефтекамск,2014,15770.4,51.1,19.1,571.2,5.7,1.6,2598.0,24622.9,34.3
Республика Башкортостан,Нефтекамск,2015,16844.5,50.6,21.5,1206.3,6.1,3.3,3823.2,26514.0,33.0
Республика Башкортостан,Нефтекамск,2016,17924.0,51.4,23.5,1418.4,3.2,0.1,2914.3,28923.9,32.7
Республика Башкортостан,Нефтекамск,2017,22367.5,56.6,23.1,971.7,7.7,0.4,2485.8,31324.7,30.7
Республика Башкортостан,Нефтекамск,2018,25407.7,60.5,27.8,1104.4,6.3,0.2,2205.6,35114.5,29.5
Республика Башкортостан,Нефтекамск,2019,26880.7,63.1,28.1,1224.4,18.8,0.4,2443.9,37952.2,29.5
Республика Башкортостан,Октябрьский,2008,6465.258,36.0,11.9,,14.9,3.5,1688.7,13469.1,26.3
Республика Башкортостан,Октябрьский,2009,8325.304,44.0,15.8,,19.9,2.7,1358.7,14392.0,25.1
Республика Башкортостан,Октябрьский,2010,8505.3,45.6,13.2,553.7,18.9,1.0,929.5,16470.7,24.3
Республика Башкортостан,Октябрьский,2011,7820.4,48.6,19.4,633.1,17.5,0.3,1350.5,18667.8,24.3
Республика Башкортостан,Октябрьский,2012,8561.6,50.8,19.1,915.6,18.6,0.6,2091.7,22121.1,24.9
Республика Башкортостан,Октябрьский,2013,10304.0,45.7,17.5,1073.2,16.1,1.5,1516.2,24929.7,25.3
Республика Башкортостан,Октябрьский,2014,11228.6,48.5,19.4,1409.2,9.8,0.7,2172.1,27159.8,25.8
Республика Башкортостан,Октябрьский,2015,13210.5,48.5,18.8,1645.8,12.3,4.1,2385.5,28936.9,27.4
Республика Башкортостан,Октябрьский,2016,15868.5,53.6,22.2,1409.0,7.8,4.1,2114.9,30853.6,27.3
Республика Башкортостан,Октябрьский,2017,17831.1,54.4,25.2,1801.3,5.9,0.1,2211.4,32766.0,26.0
Республика Башкортостан,Октябрьский,2018,19563.6,56.7,22.4,1775.8,14.4,4.3,2192.6,35612.2,25.3
Республика Башкортостан,Октябрьский,2019,20038.8,56.9,23.7,1865.4,20.5,4.3,2856.0,38175.0,25.2
Республика Башкортостан,Салават,2008,42607.03,36.2,11.4,,2.2,0.2,8413.6,15843.8,49.1
Республика Башкортостан,Салават,2009,53645.753,34.7,9.7,,7.1,0.5,5773.4,16520.0,48.1
Республика Башкортостан,Салават,2010,61655.8,35.3,9.9,8282.0,1.8,0.6,4425.3,18033.5,46.8
Республика Башкортостан,Салават,2011,63534.4,40.6,10.4,3118.7,1.1,0.5,7659.4,21682.1,46.7
Республика Башкортостан,Салават,2012,79414.0,37.1,9.6,16898.2,1.0,0.2,19660.9,24793.8,48.0
Республика Башкортостан,Салават,2013,85631.2,41.3,12.7,6931.9,2.8,0.9,11311.8,27396.1,47.4
Республика Башкортостан,Салават,2014,92155.2,45.6,16.4,5531.5,0.7,0.1,16092.6,29931.7,46.0
Республика Башкортостан,Салават,2015,100377.9,48.0,18.4,9584.1,2.3,2.1,35760.2,32095.5,46.0
Республика Башкортостан,Салават,2016,161121.0,32.8,14.9,61335.9,1.2,1.0,58909.1,35848.6,43.3
Республика Башкортостан,Салават,2017,179490.8,34.5,14.7,20588.3,13.0,12.8,16713.7,38592.3,41.3
Республика Башкортостан,Салават,2018,191702.9,37.4,15.4,14781.1,0.5,0.1,15996.9,40006.0,38.8
Республика Башкортостан,Салават,2019,200666.5,41.1,16.0,9499.5,2.2,1.3,28501.9,43796.7,38.1
Республика Башкортостан,Стерлитамак,2008,41172.472,49.0,16.2,,6.4,0.6,6857.1,13307.8,77.8
Республика Башкортостан,Стерлитамак,2009,48272.674,45.0,14.2,,8.3,0.6,5118.2,14387.7,74.6
Республика Башкортостан,Стерлитамак,2010,53293.5,45.2,14.0,4658.9,15.0,1.0,2860.9,15846.3,71.6
Республика Башкортостан,Стерлитамак,2011,47778.4,49.0,15.5,5782.4,12.8,2.3,3234.7,17752.4,69.9
Республика Башкортостан,Стерлитамак,2012,51711.0,50.8,15.1,3585.7,11.4,0.7,6950.7,20524.3,68.4
Республика Башкортостан,Стерлитамак,2013,53333.3,49.2,18.8,4255.6,16.8,4.1,5934.4,23180.6,66.2
Республика Башкортостан,Стерлитамак,2014,58962.6,50.1,16.8,3783.1,17.5,9.3,6262.5,25141.6,63.9
Республика Башкортостан,Стерлитамак,2015,61819.9,51.1,19.5,3734.3,22.0,6.4,5311.2,26239.0,62.2
Республика Башкортостан,Стерлитамак,2016,65771.8,52.4,17.2,3270.6,36.0,19.8,7115.7,28712.3,58.4
Республика Башкортостан,Стерлитамак,2017,69518.4,53.9,20.4,4708.1,5.2,1.2,5089.2,31436.8,55.3
Республика Башкортостан,Стерлитамак,2018,78440.9,52.9,21.8,6192.5,10.5,6.9,6591.1,34576.5,54.7
Республика Башкортостан,Стерлитамак,2019,83449.0,55.7,8.5,7776.6,9.4,1.8,6038.9,36869.7,53.8
Республика Бурятия,Улан-Удэ,2008,67052.833,23.5,8.3,,52.4,32.4,10255.7,16964.0,109.8
Республика Бурятия,Улан-Удэ,2009,76155.212,14.3,17.5,,58.3,36.1,9483.1,18624.0,107.6
Республика Бурятия,Улан-Удэ,2010,95925.9,38.4,8.8,11607.6,40.4,20.5,11044.6,21283.5,111.8
Республика Бурятия,Улан-Удэ,2011,99388.7,42.0,9.6,11530.3,46.5,30.7,12959.0,23670.0,110.3
Республика Бурятия,Улан-Удэ,2012,120432.7,42.4,9.2,16968.1,46.7,31.5,16161.7,27181.8,109.2
Республика Бурятия,Улан-Удэ,2013,136470.0,44.3,10.3,17233.6,34.7,22.9,14633.9,30629.3,109.0
Республика Бурятия,Улан-Удэ,2014,178185.9,47.2,10.2,16029.9,36.6,26.9,15947.9,32474.3,103.8
Республика Бурятия,Улан-Удэ,2015,340210.6,35.6,9.6,22536.9,34.3,21.6,11140.7,32860.1,102.5
Республика Бурятия,Улан-Удэ,2016,353933.4,37.0,10.0,13873.3,45.0,30.8,12753.6,34892.1,98.8
Республика Бурятия,Улан-Удэ,2017,222058.5,50.6,18.8,16337.4,48.8,34.8,20071.8,36536.7,95.9
Республика Бурятия,Улан-Удэ,2018,190741.0,44.6,15.2,10607.2,56.8,35.8,27585.1,41015.8,94.2
Республика Бурятия,Улан-Удэ,2019,186448.3,46.1,15.5,10060.6,47.1,38.2,37390.1,43696.0,94.2
Республика Дагестан,Махачкала,2008,69582.866,37.2,6.7,,66.2,34.3,4489.2,11307.0,115.4
Республика Дагестан,Махачкала,2009,65265.127,38.4,15.8,,45.7,15.2,6517.9,13385.4,113.7
Республика Дагестан,Махачкала,2010,68430.2,42.9,15.1,7641.7,47.9,19.4,5978.2,15273.5,115.8
Республика Дагестан,Махачкала,2011,73300.1,44.4,11.8,6896.8,44.1,44.1,6941.4,17407.3,112.9
Республика Дагестан,Махачкала,2012,92529.3,45.6,8.9,6284.0,,52.6,6637.2,21336.0,107.0
Республика Дагестан,Махачкала,2013,238565.5,46.6,7.4,12037.1,,56.1,6695.0,25405.0,105.3
Республика Дагестан,Махачкала,2014,124204.0,51.1,12.3,1097.8,,43.2,5450.5,26317.0,105.7
Республика Дагестан,Махачкала,2015,236030.1,52.6,12.4,13732.2,,14.1,4337.6,27540.0,102.6
Республика Дагестан,Махачкала,2016,272603.6,51.0,14.9,13173.2,,21.6,4128.9,27925.1,103.8
Республика Дагестан,Махачкала,2017,296296.1,54.9,15.2,11779.1,,16.4,6377.2,28610.2,102.4
Республика Дагестан,Махачкала,2018,332487.2,56.3,21.8,21229.3,,0.0,8038.9,32500.7,104.7
Республика Дагестан,Махачкала,2019,343936.6,61.2,27.2,19116.4,,0.0,7266.9,34527.6,106.4
Республика Дагестан,Дербент,2008,1836.316,53.2,19.2,,47.1,36.9,411.2,7613.8,14.5
Республика Дагестан,Дербент,2009,2164.309,47.2,14.8,,42.6,16.4,441.4,9265.8,13.8
Республика Дагестан,Дербент,2010,2466.3,48.6,20.0,309.8,16.7,3.5,480.8,9821.4,14.2
Республика Дагестан,Дербент,2011,2934.2,42.0,16.1,551.4,34.4,34.4,694.2,10981.4,14.3
Республика Дагестан,Дербент,2012,3902.2,38.4,13.3,408.1,,59.9,452.6,13662.5,13.6
Республика Дагестан,Дербент,2013,4680.1,42.5,10.9,795.0,,71.2,631.4,16111.1,12.8
Республика Дагестан,Дербент,2014,2723.2,45.9,9.5,486.2,,54.5,323.1,17654.0,13.0
Республика Дагестан,Дербент,2015,4816.6,50.6,11.0,363.6,,20.7,398.9,18914.0,13.8
Республика Дагестан,Дербент,2016,6438.8,40.1,12.5,806.4,,45.5,644.5,20320.3,13.6
Республика Дагестан,Дербент,2017,6067.6,37.3,11.2,656.2,,20.2,409.8,22246.9,12.5
Республика Дагестан,Дербент,2018,7236.7,33.9,9.1,1309.9,,0.0,453.2,25805.0,13.1
Республика Дагестан,Дербент,2019,8015.2,35.3,8.8,1124.4,,0.0,2055.1,27508.2,13.4
Республика Дагестан,Каспийск,2010,3976.2,69.2,41.5,253.2,50.6,0.0,870.4,9084.9,9.8
Республика Дагестан,Каспийск,2011,4133.5,66.9,41.4,164.8,10.5,10.5,1176.3,10661.5,10.0
Республика Дагестан,Каспийск,2012,4552.1,15.8,2.7,302.7,,12.7,721.7,14796.4,10.9
Республика Дагестан,Каспийск,2013,5754.7,56.1,24.3,205.1,,6.6,1781.5,17283.1,10.6
Республика Дагестан,Каспийск,2014,34995.8,25.3,4.6,1035.9,,6.4,1727.2,19771.0,10.7
Республика Дагестан,Каспийск,2015,41029.6,28.8,4.8,1127.6,,9.9,2322.8,21422.0,10.6
Республика Дагестан,Каспийск,2016,42076.7,27.2,4.6,497.7,,32.8,1809.5,23187.7,10.9
Республика Дагестан,Каспийск,2017,47291.9,28.5,5.0,1134.4,,69.6,2590.9,29196.8,11.3
Республика Дагестан,Каспийск,2018,50361.3,30.0,5.7,2333.3,,0.0,2380.1,25404.3,10.3
Республика Дагестан,Каспийск,2019,75205.7,36.9,8.9,2302.4,,0.0,1149.7,26934.8,10.5
Республика Дагестан,Хасавюрт,2008,1089.358,42.2,13.6,,100.0,38.4,212.2,8234.6,9.8
Республика Дагестан,Хасавюрт,2009,1177.429,43.0,5.0,,100.0,36.7,143.2,9700.8,10.0
Республика Дагестан,Хасавюрт,2010,1273.4,40.1,6.4,144.5,68.2,1.9,176.8,10974.6,9.9
Республика Дагестан,Хасавюрт,2011,1372.2,31.8,4.4,214.5,97.2,97.2,635.4,12073.9,9.8
Республика Дагестан,Хасавюрт,2012,2164.6,47.7,0.2,253.3,,24.9,351.1,15433.2,10.1
Республика Дагестан,Хасавюрт,2013,11517.2,51.5,2.1,886.2,,16.6,2719.1,18683.7,9.9
Республика Дагестан,Хасавюрт,2014,11073.5,51.0,4.6,774.5,,12.4,281.9,20020.0,10.6
Республика Дагестан,Хасавюрт,2015,14348.6,54.8,5.4,279.5,,0.0,390.8,19845.0,12.3
Республика Дагестан,Хасавюрт,2016,17756.4,56.7,9.2,288.1,,38.3,344.2,19406.7,18.0
Республика Дагестан,Хасавюрт,2017,3009.1,58.8,9.6,156.1,,12.7,466.0,21149.6,12.2
Республика Дагестан,Хасавюрт,2018,3207.5,89.9,12.5,881.8,,0.0,432.5,24105.4,12.6
Республика Дагестан,Хасавюрт,2019,3848.6,58.8,10.1,610.0,,0.0,1262.0,26070.3,12.3
Кабардино-Балкарская республика,Нальчик,2008,49236.851,36.6,7.2,,39.1,21.7,2482.7,11133.5,64.4
Кабардино-Балкарская республика,Нальчик,2009,53310.705,38.6,7.8,,42.9,33.7,1739.6,13251.0,63.7
Кабардино-Балкарская республика,Нальчик,2010,58866.2,42.9,10.7,6097.2,40.1,29.7,2076.3,14302.1,65.3
Кабардино-Балкарская республика,Нальчик,2011,67650.1,44.8,9.3,7300.2,59.6,41.9,3580.9,15978.6,64.6
Кабардино-Балкарская республика,Нальчик,2012,72310.0,50.3,13.0,5520.0,59.9,49.0,5031.3,20605.9,63.7
Кабардино-Балкарская республика,Нальчик,2013,72265.6,46.9,14.9,4632.9,67.1,48.0,3060.2,23044.7,62.1
Кабардино-Балкарская республика,Нальчик,2014,75995.1,49.3,16.3,7049.3,59.7,36.8,5078.4,24978.6,61.7
Кабардино-Балкарская республика,Нальчик,2015,87214.0,50.3,17.4,6958.1,65.5,47.1,8934.6,25775.3,59.0
Кабардино-Балкарская республика,Нальчик,2016,75366.4,46.8,14.3,2508.9,55.2,32.2,9327.8,26775.4,57.3
Кабардино-Балкарская республика,Нальчик,2017,73438.3,50.0,13.8,9183.6,55.0,37.8,9848.9,27958.3,55.3
Кабардино-Балкарская республика,Нальчик,2018,93728.7,57.8,20.5,8517.1,66.5,36.3,9632.9,31066.6,54.3
Кабардино-Балкарская республика,Нальчик,2019,102981.2,59.0,23.5,7132.3,68.3,47.3,14517.1,33201.7,54.3
Республика Алтай,Горно-Алтайск,2008,18841.411,42.7,7.5,,63.5,29.0,1126.2,15806.3,18.0
Республика Алтай,Горно-Алтайск,2009,20413.314,41.1,4.2,,46.1,24.6,1606.4,18371.4,17.3
Республика Алтай,Горно-Алтайск,2010,23379.4,34.3,5.9,4229.5,67.4,53.1,2645.5,18462.1,17.5
Республика Алтай,Горно-Алтайск,2011,27321.8,28.9,4.7,4082.7,60.7,43.2,1582.0,22048.4,18.0
Республика Алтай,Горно-Алтайск,2012,29013.7,27.5,4.7,5668.0,66.1,48.3,1483.0,25951.4,17.7
Республика Алтай,Горно-Алтайск,2013,40576.1,24.8,3.0,12558.4,49.9,25.3,2205.1,29298.9,17.5
Республика Алтай,Горно-Алтайск,2014,50191.2,32.5,7.4,8378.6,47.1,33.9,2074.2,31817.5,17.1
Республика Алтай,Горно-Алтайск,2015,59792.0,49.4,5.1,5642.2,63.1,38.5,1655.9,31776.7,16.9
Республика Алтай,Горно-Алтайск,2016,64871.4,46.0,8.3,5721.4,60.7,42.0,1990.5,33070.9,16.7
Республика Алтай,Горно-Алтайск,2017,63138.2,40.9,7.7,6562.6,50.5,24.6,2212.9,33956.9,16.3
Республика Алтай,Горно-Алтайск,2018,64685.2,39.8,8.9,2880.6,39.8,25.4,2319.5,38789.0,16.7
Республика Алтай,Горно-Алтайск,2019,75435.2,32.5,10.8,9703.3,45.7,35.1,2884.0,41642.0,16.6
Республика Калмыкия,Элиста,2008,31397.331,27.1,4.1,,73.4,64.8,2095.7,11059.4,30.2
Республика Калмыкия,Элиста,2009,32379.837,31.3,5.5,,87.9,79.2,2380.0,12944.6,29.6
Республика Калмыкия,Элиста,2010,34148.2,34.6,6.0,2533.2,58.5,49.3,1724.7,13848.5,28.2
Республика Калмыкия,Элиста,2011,35442.5,36.2,5.6,1443.3,60.1,42.7,2293.7,14971.6,27.4
Республика Калмыкия,Элиста,2012,37745.7,34.9,5.4,2764.7,65.9,63.4,2023.7,18168.7,26.8
Республика Калмыкия,Элиста,2013,43660.6,34.2,6.5,4097.6,62.4,52.9,2403.0,21638.5,26.3
Республика Калмыкия,Элиста,2014,50505.4,40.5,11.1,2634.7,70.1,50.9,1995.5,22989.9,26.1
Республика Калмыкия,Элиста,2015,53965.2,43.3,12.2,2051.1,77.5,61.6,2440.8,23843.6,29.9
Республика Калмыкия,Элиста,2016,55808.2,46.0,10.8,1776.7,70.9,54.0,2343.8,24884.5,28.8
Республика Калмыкия,Элиста,2017,58471.0,49.4,14.8,1332.9,31.0,9.8,2995.2,26639.8,28.4
Республика Калмыкия,Элиста,2018,57089.0,50.8,15.1,1416.9,21.9,11.5,4415.1,29860.2,28.9
Республика Калмыкия,Элиста,2019,61172.3,42.1,17.4,6542.8,61.7,46.0,2669.4,32153.8,29.5
Республика Карелия,Петрозаводск,2008,97566.28,25.0,3.6,,32.7,24.7,6338.2,19693.5,88.1
Республика Карелия,Петрозаводск,2009,100100.346,27.3,5.5,,41.1,33.2,4881.2,21526.7,78.7
Республика Карелия,Петрозаводск,2010,156171.4,30.0,3.9,12161.0,39.9,29.4,4316.2,23150.7,76.9
Республика Карелия,Петрозаводск,2011,260415.2,37.9,7.4,23255.4,20.7,12.5,8628.1,25846.7,75.1
Республика Карелия,Петрозаводск,2012,279338.8,41.5,7.7,21013.1,16.8,10.6,10859.8,29811.1,75.1
Республика Карелия,Петрозаводск,2013,206326.2,38.8,6.1,15657.5,21.4,14.9,9651.8,33171.6,74.3
Республика Карелия,Петрозаводск,2014,229137.1,38.9,6.0,20935.5,19.3,16.1,8734.6,35069.9,73.8
Республика Карелия,Петрозаводск,2015,247392.7,41.9,7.7,16885.2,26.3,18.3,7808.5,36267.6,72.3
Республика Карелия,Петрозаводск,2016,267152.9,45.2,8.0,9854.1,22.9,15.7,8540.3,38650.1,68.9
Республика Карелия,Петрозаводск,2017,271488.2,48.3,9.8,11551.7,32.5,21.7,8959.1,41234.4,66.4
Республика Карелия,Петрозаводск,2018,285972.2,51.2,10.3,14409.3,30.1,11.8,8448.8,46196.7,66.4
Республика Карелия,Петрозаводск,2019,323368.6,51.2,11.3,17250.3,26.9,16.0,10628.6,50140.7,66.5
Республика Коми,Сыктывкар,2008,115560.304,34.2,9.4,,14.1,3.8,12756.9,20370.0,90.0
Республика Коми,Сыктывкар,2009,127880.956,36.7,8.8,,11.8,4.5,19562.6,23481.0,89.1
Республика Коми,Сыктывкар,2010,152256.2,32.6,7.9,20923.0,15.7,3.0,14184.6,25432.0,87.2
Республика Коми,Сыктывкар,2011,170222.8,31.6,7.3,23916.6,17.9,6.3,8752.2,28458.0,85.7
Республика Коми,Сыктывкар,2012,181005.8,36.3,8.7,11802.1,19.9,8.7,9232.7,31892.0,86.3
Республика Коми,Сыктывкар,2013,191351.2,39.4,9.6,13799.8,24.6,7.5,12395.7,35972.0,85.4
Республика Коми,Сыктывкар,2014,215938.8,40.1,10.1,17988.1,25.7,10.0,12606.0,38695.0,84.9
Республика Коми,Сыктывкар,2015,216791.4,44.8,11.8,11808.3,24.7,10.2,9956.0,39790.4,84.1
Республика Коми,Сыктывкар,2016,230116.0,47.6,13.3,13653.0,19.6,9.7,10619.4,42146.3,80.5
Республика Коми,Сыктывкар,2017,244514.5,50.0,15.1,11865.7,17.5,7.3,11531.7,44181.4,77.6
Республика Коми,Сыктывкар,2018,270160.0,49.5,16.3,19693.4,9.8,2.2,20529.0,49089.8,76.6
Республика Коми,Сыктывкар,2019,285374.5,51.2,18.1,17622.9,14.0,5.2,21724.8,51988.7,75.8
Республика Коми,Воркута,2008,31038.305,44.8,10.6,,2.7,0.6,4638.1,25516.0,37.5
Республика Коми,Воркута,2009,30224.738,48.1,15.0,,7.6,4.5,2816.9,28698.0,34.8
Республика Коми,Ухта,2008,293322.537,58.2,17.3,,2.1,0.4,21897.6,27102.0,46.3
Республика Коми,Ухта,2009,325427.349,57.9,16.5,,1.0,0.4,52335.4,30331.0,44.5
Республика Коми,Ухта,2010,372438.6,61.5,16.7,7864.1,8.5,3.0,8457.2,34503.0,42.9
Республика Коми,Ухта,2011,424160.8,64.7,24.8,7431.9,2.6,0.3,21337.9,36345.0,44.1
Республика Коми,Ухта,2012,720483.6,40.4,17.9,289940.5,2.4,0.9,25538.6,42686.0,48.2
Республика Коми,Ухта,2013,808495.2,39.4,17.9,90932.9,4.1,1.5,11454.4,47442.0,45.6
Республика Коми,Ухта,2014,1019099.3,38.1,15.7,129796.9,3.1,1.0,23128.1,49419.0,42.7
Республика Коми,Ухта,2015,1072756.1,40.7,19.5,49159.3,3.5,0.8,26978.0,50808.9,39.4
Республика Коми,Ухта,2016,1363072.6,40.3,21.4,129909.0,1.3,0.8,50541.8,55468.6,37.2
Республика Коми,Ухта,2017,1404412.7,43.2,21.7,42103.0,0.9,0.8,51179.3,58575.7,36.2
Республика Коми,Ухта,2018,1461808.9,45.5,21.6,53295.0,0.3,0.1,34825.6,62675.6,35.4
Республика Коми,Ухта,2019,1471000.6,49.3,21.8,11113.7,0.7,0.1,27022.4,65852.5,35.1
Республика Марий Эл,Йошкар-Ола,2008,114455.409,63.8,24.4,,29.1,16.8,7426.8,12621.5,80.9
Республика Марий Эл,Йошкар-Ола,2009,119966.421,64.9,23.5,,40.8,18.6,3808.4,13586.0,77.5
Республика Марий Эл,Йошкар-Ола,2010,31708.7,43.6,14.2,2658.0,40.9,6.6,5323.4,15217.1,77.1
Республика Марий Эл,Йошкар-Ола,2011,84463.3,44.2,15.7,7091.2,51.7,15.9,7323.5,16927.1,80.7
Республика Марий Эл,Йошкар-Ола,2012,92336.8,45.4,16.3,7810.3,45.1,11.1,6732.5,19521.4,79.3
Республика Марий Эл,Йошкар-Ола,2013,47767.2,49.8,16.8,6298.9,32.1,11.8,6514.2,22235.9,79.7
Республика Марий Эл,Йошкар-Ола,2014,48191.3,46.2,16.9,3891.7,38.6,8.8,9456.0,25290.3,73.7
Республика Марий Эл,Йошкар-Ола,2015,52389.4,47.6,17.3,4678.7,40.0,18.3,8057.2,27637.6,70.4
Республика Марий Эл,Йошкар-Ола,2016,56151.7,49.0,20.1,4018.4,20.9,9.5,6143.3,28837.8,69.1
Республика Марий Эл,Йошкар-Ола,2017,121225.3,49.9,19.9,63872.0,17.4,11.3,5425.9,31100.1,66.6
Республика Марий Эл,Йошкар-Ола,2018,126914.8,51.5,20.0,5190.0,11.2,7.6,7976.6,33039.2,65.9
Республика Марий Эл,Йошкар-Ола,2019,131086.6,51.7,19.3,5831.5,24.6,16.4,7704.9,35127.4,66.2
Республика Мордовия,Саранск,2008,166619.067,63.3,20.3,,32.2,19.8,10523.3,12377.2,113.8
Республика Мордовия,Саранск,2009,82904.328,42.5,11.7,,36.2,23.8,11258.6,12914.7,108.3
Республика Мордовия,Саранск,2010,89430.2,44.3,12.8,7921.6,44.5,33.2,16466.5,14152.1,106.9
Республика Мордовия,Саранск,2011,113205.7,42.5,10.3,12773.7,46.4,24.4,20667.6,16090.5,107.1
Республика Мордовия,Саранск,2012,131071.3,42.6,10.5,15989.9,41.1,25.5,19740.9,18876.4,106.5
Республика Мордовия,Саранск,2013,154710.8,40.5,10.6,20029.1,24.9,15.0,21122.6,21559.1,104.4
Республика Мордовия,Саранск,2014,160604.3,40.9,11.7,12580.3,47.1,23.5,19779.8,23969.2,103.1
Республика Мордовия,Саранск,2015,189180.3,37.8,10.5,12665.3,41.6,17.7,19405.8,25602.7,100.6
Республика Мордовия,Саранск,2016,223072.0,37.8,10.7,17130.8,45.1,7.1,24617.8,26718.5,97.3
Республика Мордовия,Саранск,2017,222219.8,45.4,14.8,8287.3,50.7,36.0,34964.9,28210.8,93.4
Республика Мордовия,Саранск,2018,232086.0,47.9,15.6,13905.7,29.3,14.7,20463.0,31169.2,91.1
Республика Мордовия,Саранск,2019,256816.2,46.1,15.5,23433.0,49.4,42.3,21605.0,33899.6,88.6
Республика Северная Осетия - Алания,Владикавказ,2008,54339.168,48.5,15.0,,51.9,46.9,4020.4,10631.5,81.5
Республика Северная Осетия - Алания,Владикавказ,2009,69137.285,43.6,13.0,,63.1,55.3,3513.4,12479.7,78.3
Республика Северная Осетия - Алания,Владикавказ,2010,71707.1,40.0,11.2,10663.3,39.9,30.4,4488.4,13840.4,76.3
Республика Северная Осетия - Алания,Владикавказ,2011,55275.7,33.0,7.6,6022.2,41.5,30.0,4245.5,15568.5,74.9
Республика Северная Осетия - Алания,Владикавказ,2012,62222.1,35.0,7.1,6033.7,51.0,41.6,5091.9,19692.9,73.7
Республика Северная Осетия - Алания,Владикавказ,2013,69794.5,39.9,9.0,10849.2,58.8,44.4,5603.5,23739.5,73.2
Республика Северная Осетия - Алания,Владикавказ,2014,75377.2,40.7,11.3,6133.7,57.8,47.0,5801.1,25172.4,72.5
Республика Северная Осетия - Алания,Владикавказ,2015,102298.2,44.5,10.5,28681.8,77.3,71.4,8388.1,25719.5,70.9
Республика Северная Осетия - Алания,Владикавказ,2016,110991.2,44.8,12.4,8753.9,80.2,75.9,10037.2,26709.2,68.8
Республика Северная Осетия - Алания,Владикавказ,2017,113361.6,47.1,12.4,3175.8,48.2,36.4,6256.3,28184.3,66.9
Республика Северная Осетия - Алания,Владикавказ,2018,117912.2,47.9,16.8,5249.7,59.1,50.0,7192.8,30444.0,67.6
Республика Северная Осетия - Алания,Владикавказ,2019,127972.9,49.6,14.0,12775.2,54.6,42.5,8588.2,32202.2,67.4
